,TAWSS,OSI,HOLMES
Node 716,0.0010588731089364147,0.08297774004067632,0.00044157365689881877
Node 717,0.0014725267771974195,0.045618684308533386,0.0006690886544138786
Node 718,0.0012980738046219785,0.04785514269850022,0.0005869173951576194
Node 719,0.0010334688190465713,0.17338870618489194,0.00033754258810637244
Node 720,0.000854646043755065,0.11263931408902761,0.0003310562777200609
Node 721,0.0008502819438370342,0.10776849084564549,0.00033350737003789803
Node 722,0.0009814775515630874,0.0703854863582617,0.00042165700096505993
Node 723,0.0013051044958163939,0.08659690649251722,0.0005395342359210208
Node 724,0.0008438274627596028,0.15288561882241253,0.00029290464755645326
Node 725,0.001227751114141647,0.05054311502863529,0.0005518211912822271
Node 726,0.0007542923263284644,0.12187847849794736,0.00028521416208864177
Node 727,0.0012913707092486542,0.09647493707131172,0.000521100446713828
Node 728,0.0007677639961747833,0.14084309313937893,0.00027574774206508485
Node 729,0.0012292087157483042,0.07322212233300351,0.0005245990869168356
Node 730,0.0008894383567348747,0.11175057066056143,0.0003453239344349231
Node 731,0.0010542347474216717,0.08374201325034852,0.0004388336335232724
Node 732,0.0008693211002064494,0.11083535423079188,0.00033830903802154117
Node 733,0.0012685083656759088,0.08380673799569915,0.000527944634590401
Node 734,0.0014085142585613271,0.06861259858704488,0.000607615305853866
Node 735,0.0012567725501016226,0.10422035198218449,0.0004974049975176726
Node 736,0.0014942411987700853,0.03734996280761954,0.0006913107461853672
Node 737,0.0008489478014754488,0.15922132454811366,0.0002893033073145944
Node 738,0.0009818810518063725,0.0713444406383299,0.0004208887714886856
Node 739,0.0010076441093141413,0.07089911362465617,0.0004323809804575919
Node 740,0.0007758449396215986,0.15769344212122266,0.0002655768107295372
Node 741,0.0008801142577220152,0.16186260634463967,0.0002975995412250443
Node 742,0.00123946965549768,0.05103020377003825,0.0005564844386620143
Node 743,0.001289218234141305,0.048871591577788254,0.0005816029700770613
Node 744,0.0012630260411411697,0.09611056999315426,0.0005101228678403099
Node 745,0.0010630311857270033,0.12937741238537376,0.0003939833687691863
Node 746,0.0011672224070626489,0.09481843916443933,0.00047293699673588423
Node 747,0.0008608606898603437,0.10519500677398219,0.00033987209882885804
Node 748,0.0008604013804740798,0.10753809837873879,0.0003376747619384156
Node 749,0.0014000102397383773,0.05549104569386104,0.000622317087683993
Node 750,0.0009141872360487469,0.11346975085540001,0.00035336102011473535
Node 751,0.0009074432292099368,0.11454628080422946,0.0003497773676579902
Node 752,0.001176406626516976,0.04701885502704095,0.000532890020633436
Node 753,0.0013681913962286403,0.04671350580315786,0.0006201826813867629
Node 754,0.001233626822133583,0.04969204986125075,0.0005555119655111532
Node 755,0.0013578827925667895,0.08082581244107306,0.0005691894163744309
Node 756,0.0013084571262571207,0.04675804447177384,0.0005930476666296205
Node 757,0.0008074505573613811,0.17159554658396936,0.0002651703589507337
Node 758,0.001144058971304928,0.09375959318015387,0.0004647629819288087
Node 759,0.0010366071221512957,0.08851183454619782,0.0004265515629903821
Node 760,0.0008228208606367709,0.12701086662338812,0.0003069032397331071
Node 761,0.001182886267497514,0.1079243746906971,0.0004637808729988751
Node 762,0.0012332251677340566,0.10034040776347725,0.0004928702676724105
Node 763,0.0011458293974438425,0.09523465157168676,0.00046379203529576114
Node 764,0.001143652103457819,0.0747353183500547,0.0004863548476952797
Node 765,0.0013490615912812485,0.07085703435408103,0.0005789402921214376
Node 766,0.0009044493972906707,0.14028588045562046,0.00032534321861885833
Node 767,0.0012515240061261197,0.04456279045577671,0.0005699906010276874
Node 768,0.0007760947173938765,0.1596834178132479,0.0002641179016766773
Node 769,0.0012383542956673527,0.08722994930855338,0.0005111555653965838
Node 770,0.0007590939805194928,0.16129387727408484,0.0002571097789263388
Node 771,0.0012072764818251475,0.0468501305049876,0.0005470771801834633
Node 772,0.0010888513437059496,0.0725625972315721,0.0004654157903545839
Node 773,0.0012129076408604847,0.046450890862614835,0.0005501131799782004
Node 774,0.0009102963575858893,0.17850153712365746,0.0002926588797257969
Node 775,0.0009346097634610606,0.12385855357948877,0.0003515454682669752
Node 776,0.00077461545456715,0.3757173675264565,9.627124784829592e-05
Node 777,0.0007364969710548212,0.16695221151020545,0.00024528868743924043
Node 778,0.0013182871581565476,0.08512083653410007,0.000546929873383827
Node 779,0.0009226536976823917,0.12357876940387275,0.00034730644029567305
Node 780,0.0008760398490212364,0.16450807703392628,0.0002939042935430435
Node 781,0.0009563529799694243,0.1429581694090276,0.00034145801865941483
Node 782,0.0014126066990160396,0.05360139107590428,0.0006305856653976189
Node 783,0.001067233490951935,0.09687169533983542,0.0004302320278840027
Node 784,0.0012046493198986964,0.14918068127166656,0.0004226142537134109
Node 785,0.0012249746137724172,0.13380182936313628,0.00044858346264005784
Node 786,0.0009250222176299704,0.0976631778817022,0.00037217049943006275
Node 787,0.0011108140468313302,0.11351300158830735,0.0004293151867533862
Node 788,0.0013692127306204767,0.09294708530580625,0.000557342032835461
Node 789,0.0009590030582559584,0.09485188881116274,0.00038853827767672
Node 790,0.0012490026956273144,0.1069559114990386,0.0004909131260380815
Node 791,0.0010467465742908114,0.19406603505519493,0.0003202353297651799
Node 792,0.000869314962304159,0.19105515941784457,0.0002685703724447409
Node 793,0.0012113899647474172,0.10431959091042647,0.0004793232768182621
Node 794,0.0013813562062951175,0.04541861738353492,0.0006279388141434695
Node 795,0.0011360825515777718,0.11231593896858216,0.0004404410972626058
Node 796,0.0012638059363664776,0.08390401263526254,0.0005258645789298261
Node 797,0.0011387964720228144,0.1254805360164491,0.00042650144428834323
Node 798,0.0013953519524992398,0.07426541135668663,0.000594049589509908
Node 799,0.0012788594121584177,0.0943203987690237,0.0005188071763549076
Node 800,0.0010033876056601031,0.16104334916494584,0.0003401049023039526
Node 801,0.0008794357299437765,0.18606694026924614,0.0002760839495377987
Node 802,0.0011718148157311408,0.10081687978491088,0.0004677686944578265
Node 803,0.0011929582240519899,0.06078036317109531,0.0005239706779201701
Node 804,0.0011623371212530458,0.18089325981793164,0.00037090960975566897
Node 805,0.001185534371122993,0.04681318267051887,0.0005372685484839371
Node 806,0.0012094676001306378,0.1428583041646036,0.00043195130976862305
Node 807,0.0013935513371281917,0.10090783097701767,0.0005561554257793673
Node 808,0.0011597206549643808,0.05229634100737818,0.0005192111806368732
Node 809,0.0008982187558435956,0.11476172151086156,0.00034602824720784254
Node 810,0.0008983293737500789,0.11464608229454509,0.00034617474356448075
Node 811,0.0012796719197983944,0.08840760329402259,0.0005267032324671604
Node 812,0.0009752302903955275,0.1230809993648011,0.00036758282644505706
Node 813,0.0007792546511342668,0.10334947787183096,0.00030909176424321114
Node 814,0.0007749387454673891,0.1000165163346578,0.00030996269903929617
Node 815,0.0009720567831820228,0.12287864522131003,0.00036658337099541974
Node 816,0.0013882441128232731,0.10148276110471438,0.0005532392107549662
Node 817,0.0008336022801515066,0.101404244658856,0.0003322703305110897
Node 818,0.0010045142810079543,0.14881410328821626,0.0003527712485355711
Node 819,0.0008296675853841784,0.09991434824893974,0.00033193809663515744
Node 820,0.001169938511668549,0.05014609028548983,0.0005263014135996718
Node 821,0.0012117491067119934,0.05681813822111342,0.000537025225121524
Node 822,0.001186677144273253,0.06311880392609709,0.0005184369301436622
Node 823,0.0011591279713029905,0.039680382541287196,0.0005335693443358864
Node 824,0.0010200514225289226,0.13497651551895562,0.0003723427246013534
Node 825,0.0012050193783079584,0.06428658534077442,0.0005250431080530977
Node 826,0.0010676293676240031,0.08788729101120285,0.0004399836308875243
Node 827,0.0009444082635101287,0.13972488937121424,0.0003402467916148511
Node 828,0.0012914943301772493,0.2694322078602618,0.00029777699626995843
Node 829,0.0011800034981343268,0.23387213785810523,0.0003140318082784457
Node 830,0.0010651663436172798,0.14832880019324346,0.0003745883260536647
Node 831,0.0011792204589786827,0.12757108801280836,0.00043917579253046756
Node 832,0.0011844545218675675,0.11501759551341134,0.0004559941498335889
Node 833,0.0012190982017942567,0.11667218257382012,0.00046731425292197306
Node 834,0.0013083285887718645,0.09051016627213793,0.0005357472562775992
Node 835,0.0010407388768246125,0.17100528809304505,0.0003423975869512813
Node 836,0.0012652566304317931,0.07617430846969409,0.0005362482663560594
Node 837,0.001079006197562291,0.044326228929014,0.0004916748230521745
Node 838,0.0010060961521684514,0.13707743153985386,0.0003651349996628444
Node 839,0.0013942283098222802,0.36286147764664545,0.0001912024102322425
Node 840,0.0011651101724799498,0.17153988653402719,0.0003826922194531235
Node 841,0.0010171825252616683,0.18585712442011693,0.00031954064347530754
Node 842,0.0014168083866505224,0.11912709385134801,0.0005396239276793675
Node 843,0.0011447514881119999,0.16124480610269865,0.00038779051231960476
Node 844,0.0011515896678991392,0.06284985204605631,0.0005034175937043416
Node 845,0.001162967871978166,0.03188535661883829,0.0005444022906548078
Node 846,0.0006755995677233701,0.11150828303066113,0.00026246483604859517
Node 847,0.0006388986110898269,0.11387615005940704,0.0002466939914357016
Node 848,0.0010933602204394723,0.19186384703401937,0.00033690381213225554
Node 849,0.0012830056114091694,0.24371882122632277,0.0003288101904651844
Node 850,0.0011471878194669644,0.10829195451662188,0.00044936269856574304
Node 851,0.001060018710863411,0.21435977601001271,0.00030278398200460225
Node 852,0.0012780085626305443,0.21318084069664017,0.000366557341516188
Node 853,0.001434915736768326,0.2777651703619848,0.00031888825430561603
Node 854,0.0015429644334217897,0.023280143048773905,0.0007355617839816652
Node 855,0.0018812319958644947,0.00941732603760348,0.0009228998228748199
Node 856,0.0019111751982499176,0.016981379597410973,0.0009231332076063197
Node 857,0.0008808142168383832,0.11042738278424019,0.0003431410997345787
Node 858,0.0011839697461518894,0.3179161058379759,0.00021558182194935914
Node 859,0.0008875499666298525,0.10896834826392598,0.0003470601294495686
Node 860,0.0013764036392376448,0.1727287393871279,0.00045045735412544883
Node 861,0.0012369533520521247,0.13823183486090707,0.00044749034453454763
Node 862,0.0009467843464921609,0.12185047527224419,0.0003580260506456895
Node 863,0.0011352716782512514,0.04063864035327075,0.000521499941689919
Node 864,0.0010222478006848882,0.05248689584519611,0.0004574692864999156
Node 865,0.0010401273824936403,0.04192586199888082,0.0004764554541471347
Node 866,0.0010559782641629272,0.03823161458214919,0.00048761737807885965
Node 867,0.0009737642515645326,0.12095309730903347,0.0003691023235067232
Node 868,0.0011796164775468541,0.05917018720331235,0.0005200101109688678
Node 869,0.0011223828984283054,0.10814343216931838,0.0004398131103699683
Node 870,0.0014466008378629777,0.10401997354462594,0.0005728250380473482
Node 871,0.0011269724798448023,0.026832593186217835,0.0005332466458386625
Node 872,0.0011787876365664917,0.1421098069301484,0.00042187653483913577
Node 873,0.0010998699404875761,0.04401235324949415,0.0005015271058945488
Node 874,0.0010522463848926164,0.12558093441562224,0.000393981108196033
Node 875,0.0010579392664437405,0.20398084472017314,0.0003131702879900357
Node 876,0.0007135964300881283,0.08937836097730828,0.0002930181357235289
Node 877,0.001153302988965903,0.12579400363161675,0.0004315728941006203
Node 878,0.0010317522038596717,0.1530028111910428,0.0003580151142867522
Node 879,0.0014597195420075315,0.3237954701426761,0.0002572091956229852
Node 880,0.0011268000442279241,0.03852028332003743,0.0005199953651652717
Node 881,0.0007114439792970098,0.08883982787258737,0.00029251742898676994
Node 882,0.001141316415716559,0.04610152955913843,0.0005180417753827926
Node 883,0.0013167283741171852,0.11992598318957859,0.0005004542421989739
Node 884,0.0010811392928629085,0.036802709985926385,0.000500780790581831
Node 885,0.0011795675717747296,0.13456853418067233,0.00043105110678658446
Node 886,0.0015013229934640086,0.12428412376686182,0.0005640708839982879
Node 887,0.0014679730554425353,0.12814524939072108,0.0005458727544327251
Node 888,0.0012529547195757385,0.17504665043598394,0.0004071518329781787
Node 889,0.0010690528448003347,0.02910598921667179,0.0005034105818273565
Node 890,0.0007818401018371003,0.09403530081230582,0.0003173994817551746
Node 891,0.0012352492949889054,0.13779483189490016,0.00044741367854316254
Node 892,0.0011050777907388365,0.1405815650998679,0.0003971853299902483
Node 893,0.0011549720746240797,0.1777404426485958,0.0003722007895215889
Node 894,0.0007907159820635531,0.09173153793489164,0.0003228243979273886
Node 895,0.0011622122999009321,0.18241343189568188,0.00036910301573416356
Node 896,0.0009374524630009287,0.11403783797665246,0.0003618211794139507
Node 897,0.0006497434510760393,0.07982315770045417,0.0002730071515779396
Node 898,0.0006267109907968142,0.08029334334461907,0.0002630347746365121
Node 899,0.0013976876724498008,0.17406429767164927,0.00045555631315560364
Node 900,0.0009447719056992797,0.1164877030860762,0.0003623316436144758
Node 901,0.0006593303142710131,0.22408200132295947,0.00018192110078076214
Node 902,0.0006379099656445854,0.22517399496578422,0.00017531424742961524
Node 903,0.0005840267204814438,0.14277758949384067,0.00020862743289038827
Node 904,0.000571830911172787,0.13607635441655347,0.00020810278985130464
Node 905,0.0005636915215410524,0.08519198299370051,0.0002338237622537077
Node 906,0.0006508771345048325,0.05781141502783382,0.0002878104390974302
Node 907,0.0010942120581041007,0.1258304330909812,0.0004094208518874375
Node 908,0.0012101298516812747,0.18514918936331837,0.00038101036477749666
Node 909,0.0011700674086119903,0.15150311698726293,0.0004077648448160692
Node 910,0.001119937362180731,0.1344041048012688,0.00040944450249297
Node 911,0.0011789700847371352,0.22166509819539265,0.0003281485227658801
Node 912,0.0012038137523502637,0.04143140011913077,0.0005520311869325958
Node 913,0.001218385136836841,0.19929950825916537,0.00036636900977656217
Node 914,0.0010650267537433856,0.12037812594120656,0.00040430745217881714
Node 915,0.0012945231353553846,0.13610469158466365,0.00047107089559093586
Node 916,0.0010712309426950703,0.12540329952006085,0.0004012795765855881
Node 917,0.0015311406690578923,0.12155148490474771,0.0005794579126069104
Node 918,0.001131234514172203,0.03263691392856283,0.0005286972536140437
Node 919,0.001148594202452738,0.03128599913884211,0.0005383621839975535
Node 920,0.0012151363565571856,0.05033684391839621,0.0005464020491590051
Node 921,0.0014162088688443862,0.31792823907475276,0.0002578516425884499
Node 922,0.001170759778864753,0.14188487363069974,0.00041926678615624504
Node 923,0.0012181244001286831,0.15955012254242412,0.0004147103027518933
Node 924,0.0011638602500742559,0.17293230848489038,0.00038066108523798504
Node 925,0.0013981150020813383,0.13740553517133597,0.0005069487609486094
Node 926,0.00070222654470799,0.07594033936029265,0.0002977859502410645
Node 927,0.00124999882657974,0.2128019083174721,0.00035899727759910045
Node 928,0.001151373064333048,0.3371641886361555,0.00018748476711314782
Node 929,0.0013428168019286844,0.15047632670916888,0.0004693462611667602
Node 930,0.001421084652133904,0.44857883402092125,7.307382976769887e-05
Node 931,0.0006993295648322369,0.07374271532052884,0.0002980943214014655
Node 932,0.0008663362839551281,0.10094434740889563,0.0003457163911570659
Node 933,0.0013676794195594203,0.27985653935418464,0.00030108568047587084
Node 934,0.0008549501058047863,0.10005807439445363,0.00034193039161223185
Node 935,0.0014650935306587726,0.32374327994569385,0.00025823258028669825
Node 936,0.0010359929781375266,0.1195491435367505,0.0003941444158223345
Node 937,0.0012905139575754426,0.25644604700856266,0.00031430977575812313
Node 938,0.0012073311499267735,0.2152148522218283,0.0003438299799490862
Node 939,0.0012341746484313579,0.280713508152195,0.0002706378289820106
Node 940,0.0014414660944829525,0.31872723696246685,0.0002612985417718466
Node 941,0.0009920067631954228,0.11499975916639793,0.00038192284273879984
Node 942,0.0010451220316196397,0.2104972118469715,0.0003025657421140433
Node 943,0.0013972560749465673,0.24185381235546172,0.0003606963289106276
Node 944,0.0013745204695177465,0.21927154027640028,0.00038586701426627606
Node 945,0.0012736270947428993,0.12896837103625752,0.0004725559356548167
Node 946,0.0011365865863451642,0.12353496220776156,0.00042788511218258356
Node 947,0.0007694242306230571,0.08213662813192046,0.0003215142034051535
Node 948,0.0011868990781999202,0.036046837303548684,0.0005506655811323557
Node 949,0.0007794601670168557,0.07664571300163903,0.0003299878032510443
Node 950,0.0010073080871677187,0.10864716501408311,0.0003942128756173278
Node 951,0.0014848508747076685,0.19221621233371672,0.00045701302633712
Node 952,0.001411532185595577,0.3214833908132334,0.0002519819395305081
Node 953,0.0013690892573410681,0.1400936397669988,0.0004927439314437265
Node 954,0.000982747057382885,0.04816442777545482,0.00044404007902458384
Node 955,0.0009536263047806376,0.061412826561686396,0.00041824826553016364
Node 956,0.0010399994994862458,0.053323514979797926,0.0004645433208532857
Node 957,0.0010141616199818846,0.06437249835537173,0.0004417966927765773
Node 958,0.0005702085614314452,0.04504182953277042,0.0002594210438936012
Node 959,0.0014912144752125677,0.017462112044430822,0.0007195674833578449
Node 960,0.001369629023398193,0.02790434722088453,0.0006465959078663923
Node 961,0.0016257585064226457,0.037654009981344994,0.000751662926183228
Node 962,0.0014134313233699423,0.040867159467766534,0.0006489527383960755
Node 963,0.0010354372060958998,0.026964340915294593,0.0004897987212264
Node 964,0.001078474818148659,0.019924590793077457,0.0005177492396420788
Node 965,0.0014712333108429707,0.20247349729340453,0.00043773090164055453
Node 966,0.0014311425653735377,0.16486272224922738,0.00047962922343254457
Node 967,0.0011565928504692878,0.15309316857624455,0.00040122996100367
Node 968,0.0015950154750569686,0.122528904955639,0.0006020722379824556
Node 969,0.0015214734709399298,0.1578328476532268,0.0005205982449226768
Node 970,0.0015565840031017794,0.1301621918405388,0.0005756836159232421
Node 971,0.0016938542681854479,0.12494288002777376,0.000635292103478297
Node 972,0.001304021093265947,0.15698716776833466,0.0004472959684909851
Node 973,0.001668625280627963,0.1305996382206946,0.0006163907823380645
Node 974,0.0012820707230778378,0.16979824683925265,0.00042334200043636904
Node 975,0.001657411234504919,0.14097803728026226,0.0005950470344456996
Node 976,0.0014606462334898695,0.20960428309286838,0.0004241654101219922
Node 977,0.0007052195815770968,0.060632823957678494,0.0003098503360472766
Node 978,0.000660095882608247,0.042645808721109624,0.00030189761855682016
Node 979,0.0007644448176210443,0.07194494160819354,0.00032722447104408995
Node 980,0.0007181438434882269,0.04910318443474415,0.000323808772146635
Node 981,0.0008432189627788151,0.0908267772928198,0.0003450226204480136
Node 982,0.0009191231737408607,0.10659013921174221,0.00036159211982865366
Node 983,0.0008997872622146,0.09435793631837158,0.0003649915619191728
Node 984,0.0008305795196617862,0.08095507350764242,0.00034805013376273085
Node 985,0.0007662864390450273,0.061971322511048976,0.00033565543547261096
Node 986,0.0006562240208808406,0.03013973519827612,0.00030833359222032377
Node 987,0.0007201927346987211,0.04026736925880625,0.00033109610056373764
Node 988,0.0005756077595364575,0.014032300955392762,0.00027972677845415384
Node 989,0.000610705231570877,0.04302985498141498,0.0002790740582345522
Node 990,0.0006452073560799593,0.033314886256562926,0.0003011086683602781
Node 991,0.0006028585230972091,0.0034384750051450474,0.00029935634758529613
Node 992,0.0006677439843332165,0.017405096065046588,0.0003222498439724317
Node 993,0.0006897108214168405,0.05353879971012576,0.00030792912118267774
Node 994,0.0006937100967976313,0.05850288279998789,0.00030627100790869556
Node 995,0.0007344688070668372,0.05204994526800322,0.0003290053423245341
Node 996,0.0010721470695068593,0.024750285062850375,0.0005095375891538352
Node 997,0.0010955593468371025,0.01885274029063333,0.0005271253775796555
Node 998,0.001137945364263143,0.024186163377947212,0.0005414501496363255
Node 999,0.0010683740891830975,0.017595222856907622,0.0005153887643978265
Node 1000,0.0011392165549200094,0.020383859126201886,0.0005463866476902782
Node 1001,0.0011389009580189723,0.015405235325401778,0.0005519054417388783
Node 1002,0.0005802108579378628,0.07495477105999243,0.0002466158569456771
Node 1003,0.0006851243039250065,0.034497669248538754,0.00031892696033156305
Node 1004,0.0011211839576324106,0.11691205955680417,0.0004295120531873515
Node 1005,0.001206165819536199,0.11483474025738966,0.00046457317117431856
Node 1006,0.0011419670970214814,0.10546127466498184,0.0004505502428333863
Node 1007,0.0012219132178780915,0.1337420768460379,0.00044753539745440456
Node 1008,0.0011541372202389343,0.1204716065823907,0.00043802784498074825
Node 1009,0.0013595065875561772,0.15162519529653135,0.00047361784193296233
Node 1010,0.0006834010321824657,0.012333273366539999,0.0003332719443423509
Node 1011,0.0014095500937873872,0.4197445513617541,0.00011312407515498836
Node 1012,0.0010536828448358291,0.032989625849178916,0.0004920808196030821
Node 1013,0.0009391031807255721,0.03935978318656336,0.00043258869277961555
Node 1014,0.0008840817005692684,0.053877391956487664,0.00039440883398150555
Node 1015,0.0010321792254723524,0.024283826160184763,0.0004910243518586514
Node 1016,0.0008901805130909127,0.025527533833000382,0.00042236614338005043
Node 1017,0.0008319510964470662,0.039479052854653085,0.0003831309069144128
Node 1018,0.0009925717161418921,0.01209510721466095,0.0004842805967459699
Node 1019,0.000831068783200065,0.00568428265728349,0.0004108103617286787
Node 1020,0.000781257168118168,0.01951890680985291,0.00037537929820005586
Node 1021,0.0011464681582916026,0.24471265565584444,0.0002926788115053982
Node 1022,0.0018775164486804375,0.006544355086864295,0.0009264710900186256
Node 1023,0.0014301361398767105,0.013589997592778125,0.0006956325232400858
Node 1024,0.001329921983493893,0.021671601003090346,0.0006361394531554284
Node 1025,0.0018633881508721174,0.003772211094660416,0.0009246649819796801
Node 1026,0.0013944969603038716,0.01056322780012281,0.0006825180910936672
Node 1027,0.0012868876376543395,0.018162261916629507,0.0006200710284948191
Node 1028,0.001867312689318332,0.0025212096566846753,0.0009289484578748067
Node 1029,0.0013689894453563795,0.00927778669135193,0.0006717935306214611
Node 1030,0.0012567881163261514,0.016286446137308952,0.0006079254462005198
Node 1031,0.0016114303069044269,0.03394124284809685,0.000751021206072787
Node 1032,0.0019278306961212455,0.026697742538154268,0.000912446620478427
Node 1033,0.0018767587066259841,0.01386949438443541,0.0009123496589705027
Node 1034,0.0011507509536732234,0.025122337542090367,0.0005464659229515506
Node 1035,0.0008316857945881071,0.08909436144023841,0.00034174438250630885
Node 1036,0.0019748902473714657,0.02912089185285205,0.0009299345583707761
Node 1037,0.0016875387411567774,0.05177416735415763,0.0007563984573771132
Node 1038,0.001433065969715702,0.062270217945409545,0.0006272956545935046
Node 1039,0.0009730303396547924,0.10332270641670044,0.00038597904170870176
Node 1040,0.0009726562329664159,0.09199659214224976,0.00039684705772437956
Node 1041,0.0010420791834650789,0.10611948965225809,0.00041045468060598345
Node 1042,0.0010260601221662136,0.09487595849982516,0.0004156816235141396
Node 1043,0.0010439418469883421,0.1154200137723877,0.0004014791411372048
Node 1044,0.000985881099125457,0.04851288520528185,0.00044511261297479815
Node 1045,0.0009959586276102649,0.05905036653978518,0.00043916759178628487
Node 1046,0.0010352685884357571,0.06501687694841851,0.000450324363794988
Node 1047,0.0020101367750841484,0.03462373544562669,0.0009354699436320354
Node 1048,0.0017374426009387947,0.05929802114303434,0.0007656943923841201
Node 1049,0.0009065462797620587,0.0844093068331691,0.0003767521967941258
Node 1050,0.0008355294752078673,0.07205493386371131,0.00035756071652664936
Node 1051,0.0009904863052379094,0.07806397066103593,0.0004179218587467047
Node 1052,0.0010295598689463849,0.07952737807266103,0.00043290173752705394
Node 1053,0.000918142123808116,0.07326046772805717,0.0003918075404730437
Node 1054,0.0010275625251185802,0.06467523018583099,0.00044732341971691217
Node 1055,0.0010566877472092094,0.07897288114943929,0.00044489419773218304
Node 1056,0.0010378664076494222,0.06258587244048369,0.0004539774292253013
Node 1057,0.0010704193138434627,0.09732900085899221,0.0004310268146051791
Node 1058,0.0009841723768695076,0.06669958911583718,0.00042644229527840076
Node 1059,0.0008366307353670295,0.06270015427146725,0.00036585849150775094
Node 1060,0.0009192188729681126,0.06293696147178746,0.0004017565936919223
Node 1061,0.0007797889692036635,0.052997477078732314,0.0003485676365802123
Node 1062,0.0007269352084106483,0.03252238989085604,0.00033982593393200235
Node 1063,0.000794970979176321,0.04575939527918127,0.0003611080983165534
Node 1064,0.0006696477423954109,0.008567995368953973,0.00032908633244203107
Node 1065,0.0007648869452663766,0.0246461080341136,0.00036359198634627004
Node 1066,0.0008528893709975192,0.053232903660668185,0.0003810429077792408
Node 1067,0.0008108548606079735,0.04002099884219634,0.0003729762088664058
Node 1068,0.0009686565590602258,0.04926937625346528,0.0004366031750613876
Node 1069,0.0009526856775800398,0.03806647081865716,0.0004400774572450667
Node 1070,0.0009748554130130359,0.05709832967555051,0.0004317650907483047
Node 1071,0.0010657012657105996,0.039500649693810896,0.0004907547404802145
Node 1072,0.0010747838544496238,0.03304088616123296,0.0005018801162420107
Node 1073,0.0008844214995548055,0.02276964238909779,0.00042207278851131023
Node 1074,0.0010388673179206106,0.025046002909255682,0.000493414185093335
Node 1075,0.0010299325007553533,0.053624913799292906,0.00045973620880558066
Node 1076,0.0010454415449367457,0.051606287640657944,0.0004687694153888733
Node 1077,0.0010567550211114472,0.04153779264803886,0.00048448223960902235
Node 1078,0.0009967026972744128,0.05494605119974194,0.00044358647120184565
Node 1079,0.0009961690838183066,0.04644902531173689,0.000451813458920107
Node 1080,0.0010063520246252249,0.06303848800581563,0.0004397371022786469
Node 1081,0.0014396650552948383,0.18356246580869867,0.0004555640601588821
Node 1082,0.0015506174654988751,0.021586409924155614,0.0007418364685036236
Node 1083,0.0018933818942886967,0.0088680070191125,0.0009299004232159356
Node 1084,0.0013823956720398884,0.11108159978188398,0.0005376391132382007
Node 1085,0.001240355311853113,0.04198131860714943,0.0005681059043935808
Node 1086,0.001213025559946575,0.20837015450840057,0.00035375445662458056
Node 1087,0.0016424425780644486,0.12622219990686767,0.0006139085736082224
Node 1088,0.0008317140694172535,0.06337740367109812,0.00036314515639223775
Node 1089,0.0008692092771983353,0.06615501497169929,0.00037710208585257183
Node 1090,0.0010282613418100685,0.07078985049681202,0.00044134020424664816
Node 1091,0.0010324113855135872,0.07865107250031073,0.0004350054300246182
Node 1092,0.0008870833298167859,0.06176489366096943,0.0003887510573738405
Node 1093,0.0008555654595485314,0.06341851343337535,0.0003735240401847552
Node 1094,0.0006643766549850015,0.08650379427307808,0.0002747172260098424
Node 1095,0.0006583070101550233,0.09684367445442787,0.0002654006352949908
Node 1096,0.0008638267349273415,0.061450273590799076,0.0003788309782673389
Node 1097,0.0009800789656965432,0.06943984675770903,0.00042198294965984967
Node 1098,0.0017701363398915822,0.06344500655799035,0.0007727618582528326
Node 1099,0.0020280690054435007,0.013296202922641165,0.0009870688856842545
Node 1100,0.0020333707596416803,0.026341535565841567,0.0009631232716371965
Node 1101,0.0009794328320343378,6.849082954746288e-05,0.0004896493338500168
Node 1102,0.0008226211586822666,0.005841553339523298,0.0004065051939644704
Node 1103,0.0007644555874317936,0.0017446643976507525,0.00038089407526891936
Node 1104,0.0009882374615749286,0.01307026251495036,0.0004812022077375718
Node 1105,0.0010958596921763822,0.10945438986424988,0.0004279831921042005
Node 1106,0.0010897651793375972,0.09410697255044875,0.0004423280878504405
Node 1107,0.0010459166892951358,0.08133860293406225,0.0004378849423548819
Node 1108,0.0011621248728900487,0.09040200398010234,0.00047600401906064226
Node 1109,0.0009850044069488733,0.06638211733774008,0.0004271155253541655
Node 1110,0.0012366236815778168,0.07719615506320515,0.0005228492473109956
Node 1111,0.0008622776574533874,0.05864989312907437,0.0003805663362694639
Node 1112,0.0010343158774720645,0.072434082166763,0.00044223821748083316
Node 1113,0.0014323112791341701,0.07205381089695556,0.000612952153514775
Node 1114,0.0013010760260786971,0.10424334310181133,0.0005149094984512857
Node 1115,0.001468765175271978,0.09010536052639007,0.000602038971989501
Node 1116,0.0016183003722868411,0.09018451978070002,0.0006632045442078037
Node 1117,0.0013949539358595452,0.1163228429775282,0.0005352119602878978
Node 1118,0.001539078148058966,0.0858936900416209,0.0006373419726302743
Node 1119,0.0015775359094524488,0.12466434983129776,0.0005921054662388098
Node 1120,0.0013009171038560275,0.14521820065787733,0.0004615417109009845
Node 1121,0.0014948016030187738,0.16051912388967865,0.0005074565578039261
Node 1122,0.0012973048042225054,0.1275503336403152,0.0004831807414994883
Node 1123,0.0007071825711797285,0.3896963788001223,7.800479845056431e-05
Node 1124,0.0017833234686345542,0.05931767372716973,0.000785879134654808
